DOI,year,PDF,node_id
10.3390/ijms23137433,2022,Yamano et al. - 2022 - Bioengineered Silkworm for Producing Cocoons with High Fibroin Content for Regenerated Fibroin Bioma.pdf,695
10.1016/bs.pmch.2024.07.002,2024,1-s2.0-S007964682400002X-main.pdf,696
10.1016/j.mimet.2024.107066,2024,1-s2.0-S0167701224001787-main.pdf,697
10.1007/s11427-023-2566-8,2024,s11427-023-2566-8.pdf,698
10.1186/s12870-014-0327-y,2014,Xing et al. - 2014 - A CRISPRCas9 toolkit for multiplex genome editing in plants.pdf,699
10.1016/j.cell.2021.01.012,2021,Hanna et al. - 2021 - Massively parallel assessment of human variants with base editor screens.pdf,700
10.1007/s11481-019-09844-3,2019,Luo et al. - 2019 - Utilization of the CRISPR-Cas9 Gene Editing System to Dissect Neuroinflammatory and Neuropharmacolog.pdf,701
10.1109/sieds61124.2024.10534729,2024,Exploring_the_Ethical_Implications_of_CRISPR-Cas9_Genetic_Modification_on_Viable_Embryos.pdf,702
10.1186/s12864-024-11073-9,2024,Yang et al. - 2024 - A catalog of gene editing sites and genetic variations in editing sites in model organisms.pdf,703
10.1038/s41467-024-55573-4,2025,s41467-024-55573-4.pdf,704
10.24272/j.issn.2095-8137.2024.105,2024,Tang et al. - 2024 - CRISPR-Cas13-mediated RNA editing in the silkworm Bombyx mori.pdf,705
10.1016/j.biotechadv.2023.108301,2024,1-s2.0-S0734975023002082-main.pdf,706
10.1038/s41586-022-04395-9,2022,s41586-022-04395-9.pdf,707
10.1111/jeu.12747,2019,Lander and Chiurillo - 2019 - State‐of‐the‐art CRISPR Cas9 Technology for Genome Ed.pdf,708
10.1073/pnas.2314698120,2023,Engfer et al. - 2023 - Distinct mouse models of Stargardt disease display differences in pharmacological targeting of ceram.pdf,709
10.1056/nejme2304744,2023,NEJMe2304744.pdf,710
10.1097/aco.0000000000001343,2024,Berger-Estilita et al. - 2024 - Patient-centered precision care in anaesthesia – the PC-square (PC)2 approach.pdf,711
10.1038/s41467-023-41973-5,2023,Yang et al. - 2023 - A thermostable type I-B CRISPR-Cas system for orthogonal and multiplexed genetic engineering.pdf,712
10.1111/lam.13337,2020,Letters Applied Microbiology - 2020 - Xiang - CRISPR‐dCas9‐mediated knockdown of prtR  an essential gene in Pseudomonas.pdf,713
10.1186/s12920-020-00735-8,2020,Lavrov et al. - 2020 - Genome scale analysis of pathogenic variants targetable for single base editing.pdf,714
10.1038/d41586-019-01770-x,2019,Cyranoski - 2019 - Russian biologist plans more CRISPR-edited babies.pdf,715
10.1038/srep42661,2017,Raveux et al. - 2017 - Optimization of the production of knock-in alleles by CRISPRCas9 microinjection into the mouse zygo.pdf,716
10.1016/j.jconrel.2025.01.032,2025,1-s2.0-S0168365925000422-main.pdf,717
10.1007/s00122-024-04575-3,2024,s00122-024-04575-3.pdf,718
10.3389/fcimb.2023.1223696,2023,Qian et al. - 2023 - Application of CRISPR-Cas system in the diagnosis and therapy of ESKAPE infections.pdf,719
10.1093/nar/gkz632,2019,Milon et al. - 2019 - μLAS technology for DNA isolation coupled to Cas9-assisted targeting for sequencing and assembly of.pdf,720
10.1016/j.nbt.2023.06.002,2023,Santorsola and Lescai - 2023 - The promise of explainable deep learning for omics data analysis Adding new discovery tools to AI.pdf,721
10.1093/jxb/erad175,2023,erad175.pdf,722
10.1016/j.bbcan.2016.09.002,2016,1-s2.0-S0304419X16300634-main.pdf,723
10.1161/hypertensionaha.123.21710,2024,dzau-hodgkinson-2023-precision-hypertension.pdf,724
10.3389/fcell.2021.716344,2021,Zhang and Li - 2021 - Genome Editing Technologies as Cellular Defense Against Viral Pathogens.pdf,725
10.1038/s41598-018-30188-0,2018,Momose et al. - 2018 - High doses of CRISPRCas9 ribonucleoprotein efficiently induce gene knockout with low mosaicism in t.pdf,726
10.2174/1568026618666171211151142,2018,0010R.pdf,727
10.1038/s41551-017-0137-2,2017,Lee et al. - 2017 - Nanoparticle delivery of Cas9 ribonucleoprotein and donor DNA in vivo induces homology-directed DNA.pdf,728
10.21037/tlcr-24-592,2024,Liu et al. - 2024 - Research into overcoming drug resistance in lung cancer treatment using CRISPR-Cas9 technology a na.pdf,729
10.1002/bies.202000185,2020,BioEssays - 2020 - Du - CRISPR Cas9  A new tool for the study and control of helminth parasites.pdf,730
10.1016/j.bbcan.2024.189212,2024,1-s2.0-S0304419X24001434-main.pdf,731
10.1016/j.micres.2023.127443,2023,Garg et al. - 2023 - Revolutionizing biofuel generation Unleashing the power of CRISPR-Cas mediated gene editing of extr.pdf,732
10.1038/nrmicro1793,2008,nrmicro1793.pdf,733
10.1007/s10142-024-01308-z,2024,s10142-024-01308-z.pdf,734
10.1038/s41467-024-47697-4,2024,Feng et al. - 2024 - Flexible TAM requirement of TnpB enables efficient single-nucleotide editing with expanded targeting.pdf,735
10.1515/biol-2021-0033,2021,"Odiba et al. - 2021 - Gene therapy in PIDs, hemoglobin, ocular, neurodegenerative, and hemophilia B disorders.pdf",736
10.1038/s41586-019-1161-z,2019,Grünewald et al. - 2019 - Transcriptome-wide off-target RNA editing induced by CRISPR-guided DNA base editors.pdf,737
10.1371/journal.pone.0290827,2023,Benjakob et al. - 2023 - Wikipedia as a tool for contemporary history of science A case study on CRISPR.pdf,738
10.1201/9781003387060-11,2024,Using-CRISPR-to-Unlock-the-Full-Potential-of-Plant-Immunity.pdf,739
10.30919/esfaf437,2021,esfaf437.pdf,740
10.1093/nsr/nwae224,2024,Gao and Xu - 2024 - New ionizable lipids reduce the lipid-to-mRNA ratio for base editing.pdf,741
10.1073/pnas.2112279118,2021,Rybarski et al. - 2021 - Metagenomic discovery of CRISPR-associated transposons.pdf,742
10.1016/j.exphem.2022.03.002,2022,Wen and Zhang - 2022 - CRISPR–Cas9 gene editing induced complex on-target outcomes in human cells.pdf,743
10.1007/s11255-024-04283-3,2024,s11255-024-04283-3.pdf,744
10.1186/s12859-022-04716-9,2022,Sun et al. - 2022 - CrisprVi a software for visualizing and analyzing CRISPR sequences of prokaryotes.pdf,745
10.1038/s41568-022-00441-w,2022,s41568-022-00441-w.pdf,746
10.1093/nar/gkz1091,2019,Bernheim et al. - 2019 - Atypical organizations and epistatic interactions of CRISPRs and cas clusters in genomes and their m.pdf,747
10.1089/crispr.2024.0036,2024,george-et-al-2024-genome-editing-therapy-for-the-blood-ex-vivo-success-and-in-vivo-prospects.pdf,748
10.1016/j.ajps.2023.100854,2023,Du et al. - 2023 - CRISPRCas9 systems Delivery technologies and biomedical applications.pdf,749
10.1093/hmg/ddv451,2015,Van Der Loo and Wright - 2016 - Progress and challenges in viral vector manufacturing.pdf,750
10.3389/fonc.2023.1173527,2023,Biagioni and Mohammadinejad - 2023 - Editorial CRISPR advancement in cancer research and future perspectives.pdf,751
10.1152/physrev.00041.2023,2024,rothblatt-et-al-2024-physiological-basis-for-xenotransplantation-from-genetically-modified-pigs-to-humans.pdf,752
10.1016/j.foodcont.2024.111126,2025,1-s2.0-S0956713524008430-main.pdf,753
10.1097/mjt.0000000000001604,2023,advances_in_genetic_editing_of_the_human_embryo.5.pdf,754
10.1126/science.aan4187,2017,Niu et al. - 2017 - Inactivation of porcine endogenous retrovirus in pigs using CRISPR-Cas9.pdf,755
10.1117/1.nph.10.4.044403,2023,MacGillavry - 2023 - Recent advances and challenges in the use of CRISPRCas9 genome editing for understanding neuronal c.pdf,756
10.1038/nbt.4102,2018,nbt.4102.pdf,757
10.1016/j.nec.2024.05.010,2024,1-s2.0-S1042368024000469.pdf,758
10.1126/science.aax9181,2019,Strecker et al. - 2019 - RNA-guided DNA insertion with CRISPR-associated transposases.pdf,759
10.1016/j.ymthe.2024.11.023,2025,Nieland et al. - 2025 - CRISPR targeting of mmu-miR-21a through a single adeno-associated virus vector prolongs survival of.pdf,760
10.1038/mt.2012.171,2012,Carroll - 2012 - A CRISPR Approach to Gene Targeting.pdf,761
10.1038/s41578-019-0145-9,2019,Tong et al. - 2019 - Engineered materials for in vivo delivery of genome-editing machinery.pdf,762
10.1007/s13346-023-01513-6,2024,Aparicio-Blanco et al. - 2024 - Antibiotic resistance and tolerance What can drug delivery do against this global threat.pdf,763
10.1002/aro2.46,2024,Kalds et al. - 2024 - Modeling animal genomics in mice An authentic approach for the functional interrogation of evolutio.pdf,764
10.1056/nejmoa2027675,2021,Kohn et al. - 2021 - Autologous Ex Vivo Lentiviral Gene Therapy for Adenosine Deaminase Deficiency.pdf,765
10.1126/science.adi1910,2023,Altae-Tran et al. - 2023 - Uncovering the functional diversity of rare CRISPR-Cas systems with deep terascale clustering.pdf,766
10.3390/ijms252413500,2024,ijms-25-13500.pdf,767
10.1038/s41587-019-0194-z,2019,s41587-019-0194-z.pdf,768
10.1111/jipb.13063,2021,Zhan et al. - 2021 - Genome editing for plant research and crop improvement.pdf,769
10.1038/s41591-018-0137-0,2018,Vakulskas et al. - 2018 - A high-fidelity Cas9 mutant delivered as a ribonucleoprotein complex enables efficient gene editing.pdf,770
10.1007/s40120-020-00218-z,2020,Barman et al. - 2020 - CRISPR-Cas9 A Promising Genome Editing Therapeutic Tool for Alzheimer’s Disease—A Narrative Review.pdf,771
10.1038/s41467-020-19136-7,2020,Schene et al. - 2020 - Prime editing for functional repair in patient-derived disease models.pdf,772
10.1016/j.jddst.2024.105338,2024,Aljabali et al. - 2024 - Principles of CRISPR-Cas9 technology Advancements in genome editing and emerging trends in drug del.pdf,773
10.1186/s13068-017-0957-z,2017,Jeon et al. - 2017 - Current status and perspectives of genome editing technology for microalgae.pdf,774
10.1016/j.xplc.2021.100168,2021,Zhang et al. - 2021 - CRISPR ribonucleoprotein-mediated genetic engineering in plants.pdf,775
10.1093/bioinformatics/btaa041,2020,Hiranniramol et al. - 2020 - Generalizable sgRNA design for improved CRISPRCas9 editing efficiency.pdf,776
10.1177/09636625241229923,2024,Simons et al. - 2024 - Who are the “Heroes of CRISPR” Public science communication on Wikipedia and the challenge of micro.pdf,777
10.1016/j.cell.2021.12.021,2022,Banskota et al. - 2022 - Engineered virus-like particles for efficient in vivo delivery of therapeutic proteins.pdf,778
10.1021/acssensors.3c01694,2023,lee-et-al-2023-ultrasensitive-immunomag-crispr-lateral-flow-assay-for-point-of-care-testing-of-urinary-biomarkers.pdf,779
10.3389/fbioe.2023.1217811,2023,Simirenko et al. - 2023 - gRNA-SeqRET a universal tool for targeted and genome-scale gRNA design and sequence extraction for.pdf,780
10.1016/j.stem.2020.04.003,2020,Michels et al. - 2020 - Pooled In Vitro and In Vivo CRISPR-Cas9 Screening Identifies Tumor Suppressors in Human Colon Organo.pdf,781
10.1038/s41392-024-02035-4,2024,Sun et al. - 2024 - Nucleic acid drugs recent progress and future perspectives.pdf,782
10.3390/plants13223226,2024,plants-13-03226.pdf,783
10.1038/s41591-018-0050-6,2018,Ihry et al. - 2018 - p53 inhibits CRISPR–Cas9 engineering in human pluripotent stem cells.pdf,784
10.1016/bs.pmbts.2020.12.006,2021,1-s2.0-S1877117320301769-main.pdf,785
10.1126/sciadv.aaz0051,2020,Ling et al. - 2020 - Improving the efficiency of precise genome editing with site-specific Cas9-oligonucleotide conjugate.pdf,786
10.1007/s00425-023-04199-9,2023,s00425-023-04199-9.pdf,787
10.1038/s41388-024-03136-8,2024,s41388-024-03136-8.pdf,788
10.1111/febs.16771,2023,Sundaresan et al. - 2023 - Therapeutic applications of CRISPR Cas9 gene editing.pdf,789
10.1016/j.ymthe.2018.02.005,2018,Fehse and Abramowski-Mock - 2018 - The Time Is Ripe for Somatic Genome Editing NIH Program to Strengthen Translation.pdf,790
10.1172/jci.insight.178159,2024,Liu et al. - 2024 - All-in-one AAV-mediated Nrl gene inactivation rescues retinal degeneration in Pde6a mice.pdf,791
10.1039/d3ay02147e,2024,d3ay02147e.pdf,792
10.1089/crispr.2023.0048,2023,chen-et-al-2023-a-fluorescent-reporter-mouse-for-in-vivo-assessment-of-genome-editing-with-diverse-cas-nucleases-and.pdf,793
10.4324/9781032705347,2023,The Transfer of Knowledge through Art and Visualization_25_02_13_18_39_24.pdf,794
10.1111/bjh.14297,2016,Zhang and McCarty - 2016 - CRISPR ‐Cas9 technology and its application in haemato.pdf,795
10.1093/nar/30.2.482,2002,Makarova - 2002 - A DNA repair system specific for thermophilic Archaea and bacteria predicted by genomic context anal.pdf,796
10.3389/fgene.2020.00731,2020,Suñé-Pou et al. - 2020 - Innovative Therapeutic and Delivery Approaches Using Nanotechnology to Correct Splicing Defects Unde.pdf,797
10.1038/s41580-020-00288-9,2020,s41580-020-00288-9.pdf,798
10.1016/j.tree.2024.11.011,2024,1-s2.0-S0169534724002842-main.pdf,799
10.1038/s41467-024-53418-8,2024,Degtev et al. - 2024 - Engineered PsCas9 enables therapeutic genome editing in mouse liver with lipid nanoparticles.pdf,800
10.1007/s00239-004-0046-3,2005,s00239-004-0046-3.pdf,801
10.1111/nph.19856,2024,New Phytologist-2024-Shen.pdf,802
10.1016/b978-0-12-821910-2.00002-3,2021,3-s2.0-B9780128219102000023-main.pdf,803
10.1007/s12519-024-00843-w,2024,s12519-024-00843-w.pdf,804
10.1016/j.cpb.2024.100428,2024,"Li et al. - 2024 - Transcription factors-regulated leaf senescence in major crops Insights, applications, and challeng.pdf",805
10.1007/s11625-020-00864-0,2020,s11625-020-00864-0.pdf,806
10.1126/science.1178817,2009,science.1178817.pdf,807
10.1038/nrmicro3279,2014,Van Der Oost et al. - 2014 - Unravelling the structural and mechanistic basis of CRISPR–Cas systems.pdf,808
10.1007/s10123-021-00196-8,2021,s10123-021-00196-8.pdf,809
10.1590/1984-3143-ar2024-0061,2024,animreprod-21-3-e20240061.pdf,810
10.1053/j.semperi.2018.09.016,2018,1-s2.0-S0146000518300971-main.pdf,811
10.1007/s11229-020-02848-0,2020,s11229-020-02848-0.pdf,812
10.18502/ijaai.v18i2.916,2019,Jafarian et al. - 2019 - Recent Advances in Gene Therapy and Modeling of Chronic Granulomatous Disease.pdf,813
10.1016/j.tim.2016.06.005,2016,1-s2.0-S0966842X16300683-main.pdf,814
10.1016/j.jgg.2016.03.006,2016,1-s2.0-S1673852716300212-main.pdf,815
10.1016/j.chembiol.2024.08.006,2024,1-s2.0-S2451945624003556-main.pdf,816
10.1038/s41598-024-68107-1,2024,Mangin et al. - 2024 - Developing small Cas9 hybrids using molecular modeling.pdf,817
10.1128/jb.01415-07,2008,"Horvath et al. - 2008 - Diversity, Activity, and Evolution of CRISPR Loci in Streptococcus thermophilus.pdf",818
10.1056/nejmoa2031054,2021,Frangoul et al. - 2021 - CRISPR-Cas9 Gene Editing for Sickle Cell Disease and β-Thalassemia.pdf,819
10.1093/nar/gkac201,2022,Zhao et al. - 2022 - Imperfect guide-RNA (igRNA) enables CRISPR single-base editing with ABE and CBE.pdf,820
10.1016/j.heliyon.2024.e33844,2024,Chen et al. - 2024 - The role and research progress of macrophages after heart transplantation.pdf,821
10.1021/acs.accounts.1c00598,2022,Geng et al. - 2022 - Noble Metal Nanoparticle Biosensors From Fundamental Studies toward Point-of-Care Diagnostics.pdf,822
10.1134/s0006297921030081,2021,Isaev et al. - 2021 - Microbial Arsenal of Antiviral Defenses – Part I.pdf,823
10.1046/j.1365-2958.2002.02839.x,2002,Jansen et al. - 2002 - Identification of genes that are associated with DNA repeats in prokaryotes.pdf,824
10.1016/j.plantsci.2024.112021,2024,1-s2.0-S0168945224000487-main.pdf,825
10.1126/science.aar6245,2018,Chen et al. - 2018 - CRISPR-Cas12a target binding unleashes indiscriminate single-stranded DNase activity.pdf,826
10.1038/s41467-024-45998-2,2024,Chen et al. - 2024 - Engineering self-deliverable ribonucleoproteins for genome editing in the brain.pdf,827
10.3390/ijms21031122,2020,Burmistrz et al. - 2020 - RNA-Targeting CRISPR–Cas Systems and Their Applications.pdf,828
10.1186/s12951-023-02139-z,2023,Feng et al. - 2023 - A potential paradigm in CRISPRCas systems delivery at the crossroad of microalgal gene editing and.pdf,829
10.1021/acs.chemrev.4c00417,2024,cheng-et-al-2024-opportunities-for-therapeutic-modulation-of-o-glcnac.pdf,830
10.1038/d41586-020-00655-8,2020,d41586-020-00655-8.pdf,831
10.1016/j.ymben.2024.07.003,2024,Lu et al. - 2024 - Cell factory design with advanced metabolic modelling empowered by artificial intelligence.pdf,832
10.1016/b978-0-12-819178-1.00051-4,2020,3-s2.0-B9780128191781000514-main.pdf,833
10.1126/science.aab1028,2015,Baltimore et al. - 2015 - A prudent path forward for genomic engineering and germline gene modification.pdf,834
10.7554/elife.04766,2014,Lin et al. - 2014 - Enhanced homology-directed human genome engineering by controlled timing of CRISPRCas9 delivery.pdf,835
10.1016/bs.adgen.2022.06.001,2022,nihms-1867765.pdf,836
10.3390/molecules29215036,2024,molecules-29-05036.pdf,837
10.1039/d4bm00054d,2024,d4bm00054d.pdf,838
10.1186/s12929-023-00943-1,2023,Mikkelsen and Bak - 2023 - Enrichment strategies to enhance genome editing.pdf,839
10.1016/j.cell.2015.09.038,2015,Zetsche et al. - 2015 - Cpf1 Is a Single RNA-Guided Endonuclease of a Class 2 CRISPR-Cas System.pdf,840
10.3390/plants13233388,2024,plants-13-03388.pdf,841
10.1038/s41587-021-01133-w,2021,"Anzalone et al. - 2022 - Programmable deletion, replacement, integration and inversion of large DNA sequences with twin prime.pdf",842
10.1128/mcb.21.1.289-297.2001,2023,Bibikova et al. - 2001 - Stimulation of Homologous Recombination through Targeted Cleavage by Chimeric Nucleases.pdf,843
10.3389/fimmu.2024.1396486,2024,Koch et al. - 2024 - Combating bone marrow failure with polymer materials.pdf,844
10.3390/ijms25095023,2024,Isaak et al. - 2024 - Development of Personalized Strategies for Precisely Battling Malignant Melanoma.pdf,845
10.1038/d41587-021-00026-2,2021,d41587-021-00026-2.pdf,846
10.1093/nsr/nwae135,2024,Chen et al. - 2024 - Minimizing the ratio of ionizable lipid in lipid nanoparticles for in vivo base editing.pdf,847
10.1039/d4ay01106f,2025,d4ay01106f.pdf,848
10.3389/fimmu.2024.1444533,2024,fimmu-15-1444533.pdf,849
10.1038/s41586-019-1323-z,2019,s41586-019-1323-z.pdf,850
10.1093/fqsafe/fyad045,2023,Zhang and Zhu - 2024 - Development and prospect of gene-edited fruits and vegetables.pdf,851
10.1016/j.omtm.2021.09.010,2021,Demirci et al. - 2021 - CRISPR-Cas9 to induce fetal hemoglobin for the treatment of sickle cell disease.pdf,852
10.1038/nrg1619,2005,nrg1619.pdf,853
10.1016/j.jbc.2024.107318,2024,Kirsebom et al. - 2024 - The discovery of a catalytic RNA within RNase P and its legacy.pdf,854
10.3390/ijms25010344,2023,El Nahas et al. - 2023 - Applications of Genome-Editing Technologies for Type 1 Diabetes.pdf,855
10.1038/s41588-024-01981-7,2024,s41588-024-01981-7.pdf,856
10.3390/biomedicines12010238,2024,Begagić et al. - 2024 - CRISPRCas9-Mediated Gene Therapy for Glioblastoma A Scoping Review.pdf,857
10.1038/nbt.3481,2016,nbt.3481.pdf,858
10.1016/j.chembiol.2023.07.012,2023,Wilbanks et al. - 2023 - A non-rational approach to optimized targeting of CRISPR-Cas9 complexes.pdf,859
10.1016/j.omtn.2020.01.029,2020,Liu et al. - 2020 - sgRNA-PSM Predict sgRNAs On-Target Activity Based on Position-Specific Mismatch.pdf,860
10.3390/genes12071018,2021,Ibrahim et al. - 2021 - Halobacterium salinarum and Haloferax volcanii Comparative Transcriptomics Reveals Conserved Transcr.pdf,861
10.1038/s41587-024-02238-8,2024,Longo et al. - 2024 - Linking CRISPR–Cas9 double-strand break profiles to gene editing precision with BreakTag.pdf,862
10.3390/cells11101612,2022,Abuhamad et al. - 2022 - Reverting TP53 Mutation in Breast Cancer Cells Prime Editing Workflow and Technical Considerations.pdf,863
10.1002/bies.202300051,2023,Varshavsky et al. - 2023 - Deletions of DNA in cancer and their possible uses for therapy.pdf,864
10.1016/j.addr.2021.05.031,2021,Magadán et al. - 2021 - Nanoparticles and trained immunity Glimpse into the future.pdf,865
10.1016/b978-0-12-819291-7.00037-x,2022,3-s2.0-B978012819291700037X-main.pdf,866
10.1016/j.cels.2024.01.002,2024,1-s2.0-S2405471224000231-main.pdf,867
10.1016/j.celrep.2024.114973,2024,PIIS221112472401324X.pdf,868
10.1038/s41556-019-0454-7,2020,Smargon et al. - 2020 - RNA-targeting CRISPR systems from metagenomic discovery to transcriptomic engineering.pdf,869
10.1186/s13059-023-03156-9,2024,Gaikani et al. - 2024 - From beer to breadboards yeast as a force for biological innovation.pdf,870
10.1021/acsnano.3c08644,2023,Bolsoni et al. - 2023 - Lipid Nanoparticle-Mediated Hit-and-Run Approaches Yield Efficient and Safe In Situ Gene Edit.pdf,871
10.1111/1751-7915.14298,2023,Cosmidis - 2023 - Will tomorrow's mineral materials be grown.pdf,872
10.3390/fermentation9080729,2023,Wang et al. - 2023 - Advances in Synthetic Biology Techniques and Industrial Applications of Corynebacterium glutamicum.pdf,873
10.1038/s42004-018-0080-5,2018,Thadke et al. - 2018 - Shape selective bifacial recognition of double helical DNA.pdf,874
10.3390/molecules29092052,2024,Yan et al. - 2024 - External Guide Sequence Effectively Suppresses the Gene Expression and Replication of Herpes Simplex.pdf,875
10.1080/09538259.2024.2401480,2024,The Gene Editing Business  Rent Extraction in the Biotech Industry.pdf,876
10.1016/bs.mie.2024.07.009,2024,1-s2.0-S0076687924003355-main.pdf,877
10.1159/000517520,2021,000517520.pdf,878
10.14719/pst.5910,2024,Jayavigneshwari et al. - 2024 - Enhancing the nutritional profile of rice by targeting starch branching enzymes using CRISPRCas9.pdf,879
10.1038/s41587-024-02485-9,2024,s41587-024-02485-9.pdf,880
10.3390/plants12152799,2023,Kang et al. - 2023 - Enhancing Maize Transformation and Targeted Mutagenesis through the Assistance of Non-Integrating Wu.pdf,881
10.3389/fcell.2021.699597,2021,Abdelnour et al. - 2021 - The Potential of CRISPRCas9 Gene Editing as a Treatment Strategy for Inherited Diseases.pdf,882
10.1016/j.jbc.2024.107295,2024,Ganguly et al. - 2024 - Unity among the diverse RNA-guided CRISPR-Cas interference mechanisms.pdf,883
10.1126/science.aaf8729,2016,science.aaf8729.pdf,884
10.1007/s00497-024-00506-w,2024,s00497-024-00506-w.pdf,885
10.1016/j.tim.2023.09.007,2023,1-s2.0-S0966842X2300269X-main.pdf,886
10.21769/bioprotoc.5069,2024,Arra et al. - 2024 - A Step-by-step Protocol for Crossing and Marker-Assisted Breeding of Asian and African Rice Varietie.pdf,887
10.3389/fimmu.2022.1105719,2023,Du et al. - 2023 - CRISPR interference for sequence-specific regulation of fibroblast growth factor receptor A in Schis.pdf,888
10.1007/s42452-020-03397-4,2020,Yasun - 2020 - Theranostic cancer applications utilized by nanoparticles offering multimodal systems and future ins.pdf,889
10.1007/s11274-021-03100-8,2021,Li et al. - 2021 - A highly efficient identification of mutants generated by CRISPRCas9 using the non‑functional DsRed.pdf,890
10.1038/nature09523,2010,nature09523.pdf,891
10.1002/adbi.201800132,2018,"Mintz et al. - 2018 - CRISPR Technology for Breast Cancer Diagnostics, Modeling, and Therapy.pdf",892
10.1016/j.jconrel.2016.08.002,2016,Oude Blenke et al. - 2016 - CRISPR-Cas9 gene editing Delivery aspects and therapeutic potential.pdf,893
10.1016/j.talanta.2024.126467,2024,1-s2.0-S0039914024008464-main.pdf,894
10.1016/j.margen.2016.10.003,2016,1-s2.0-S1874778716301222-main.pdf,895
10.1038/s41586-024-07800-7,2024,s41586-024-07800-7.pdf,896
10.1016/j.celrep.2024.114450,2024,Robins et al. - 2024 - DdmABC-dependent death triggered by viral palindromic DNA sequences.pdf,897
10.1038/nprot.2014.134,2014,nprot.2014.134.pdf,898
10.1038/s41576-021-00409-w,2021,s41576-021-00409-w.pdf,899
10.1016/j.stemcr.2015.10.009,2015,Howden et al. - 2015 - Simultaneous Reprogramming and Gene Correction of Patient Fibroblasts.pdf,900
10.1186/s40364-024-00701-x,2024,State_of_the_art_CRISPR-based_strategies_for_cance.pdf,901
10.1111/bph.16475,2024,British J Pharmacology - 2024 - Li - Cell‐based therapy for diabetic cardiovascular complications  Prospects and challenges.pdf,902
10.1016/j.jhepr.2019.09.002,2019,Alves-Bezerra et al. - 2019 - Using CRISPRCas9 to model human liver disease.pdf,903
10.1002/smll.202005222,2021,Small - 2021 - Lyu - Active Delivery of CRISPR System Using Targetable or Controllable Nanocarriers.pdf,904
10.1038/nn.4620,2017,Chow et al. - 2017 - AAV-mediated direct in vivo CRISPR screen identifies functional suppressors in glioblastoma.pdf,905
10.1016/j.copbio.2019.02.015,2019,1-s2.0-S0958166918301496-main.pdf,906
10.1007/s11105-024-01459-0,2024,Luo et al. - 2024 - Development of a Csy4-Processing TRV-Based CRISPRCas9 Genome Editing System in Nicotiana benthamian.pdf,907
10.1093/nar/gkae800,2024,Deng et al. - 2024 - Accelerated discovery and miniaturization of novel single-stranded cytidine deaminases.pdf,908
10.1021/acs.biochem.7b01276,2018,bjerke-et-al-2018-recent-advances-in-crispr-base-editing-from-a-to-rna.pdf,909
10.7150/jca.21228,2017,Xie et al. - 2017 - LncRNA MALAT1 Inhibits Apoptosis and Promotes Invasion by Antagonizing miR-125b in Bladder Cancer Ce.pdf,910
10.62310/liab.v1i1.60,2021,Dev et al. - 2021 - Advancements of CRISPRCas9 technology and its value in antiviral therapeutics CRISPRCas9 in antiv.pdf,911
10.1038/s42003-023-05464-z,2023,Brixi et al. - 2023 - SaLT&PepPr is an interface-predicting language model for designing peptide-guided protein degraders.pdf,912
10.3389/fcell.2023.1295555,2023,Shen et al. - 2023 - Applications of CRISPR screening to lung cancer treatment.pdf,913
10.1016/j.cell.2021.01.013,2021,Yu et al. - 2021 - A route to de novo domestication of wild allotetraploid rice.pdf,914
10.1016/j.fsigen.2024.103163,2025,"Sobral et al. - 2025 - CRISPR-Cas technology in forensic investigations Principles, applications, and ethical consideratio.pdf",915
10.1016/j.neurot.2024.e00462,2024,PIIS1878747924001491.pdf,916
10.1038/s41467-021-24454-5,2021,Schmidt et al. - 2021 - Improved CRISPR genome editing using small highly active and specific engineered RNA-guided nuclease.pdf,917
10.1093/bmb/ldx002,2017,ldx002.pdf,918
10.3390/ijms25179145,2024,Pi et al. - 2024 - Electroporation Delivery of Cas9 sgRNA Ribonucleoprotein-Mediated Genome Editing in Sheep IVF Zygote.pdf,919
10.1016/j.foodchem.2024.138557,2024,1-s2.0-S030881462400205X-main.pdf,920
10.3389/fnins.2023.1177791,2023,Wang et al. - 2023 - Gene therapy an emerging therapy for hair cells regeneration in the cochlea.pdf,921
10.3390/v16081196,2024,Smith et al. - 2024 - Engineering of RNase P Ribozymes for Therapy against Human Cytomegalovirus Infection.pdf,922
10.1007/s13237-023-00462-2,2024,Ghoshal - 2024 - A birds-eye-view on CRISPR-Cas system in agriculture.pdf,923
10.52225/narra.v3i2.184,2023,Ansori et al. - 2023 - Application of CRISPR-Cas9 genome editing technology in various fields A review.pdf,924
10.1038/s41467-024-51242-8,2024,s41467-024-51242-8.pdf,925
10.1021/acs.analchem.4c00403,2024,cao-et-al-2024-heparin-specifically-inhibits-crispr-cas12-activation-enabling-ultrasensitive-heparin-detection-and-gene.pdf,926
10.1016/j.biochi.2024.10.013,2025,1-s2.0-S0300908424002396-main.pdf,927
10.1007/s12602-021-09894-1,2022,s12602-021-09894-1.pdf,928
10.1002/cpcb.57,2018,Hall et al. - 2018 - Genome Editing in Mice Using CRISPRCas9 Technology.pdf,929
10.1099/mic.0.28048-0,2005,mic1512551.pdf,930
10.1126/science.350.6266.1299,2015,Travis - 2015 - Germline editing dominates DNA summit.pdf,931
10.3389/fbioe.2022.851768,2022,Bilal et al. - 2022 - Bioprospecting Kluyveromyces marxianus as a Robust Host for Industrial Biotechnology.pdf,932
10.1038/d41586-021-00388-2,2021,d41586-021-00388-2.pdf,933
